Company name,NPRI_Report_ReportYear,Substance name,Current year quantity,Last year quantity,Two years ago quantity,Three years ago quantity,Number of employees,Group,Growth,Province,Price
Valero Energy Inc,2020,n-Hexane,0,44.95316,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,"1,2,4-Trichlorobenzene",0.0666,0,0,0,2,Sum of release to all media (<1tonne),0,Quebec,0
Valero Energy Inc.,2020,"1,2,4-Trimethylbenzene",5.97172,0,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,"1,2-Dichloroethane",0.036,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,"1,3-Butadiene",0.161,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,3-Methylcholanthrene,0.000243,0,0,0,74,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Acenaphthene,0.036895,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Acenaphthylene,0.010252,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Ammonia (total),10.152,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Anthracene,0.011978,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Arsenic (and its compounds),0.164792,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Benz[a]anthracene,0.014532,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Benzene,6.23945,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Benzo[a]pyrene,0.00119,0,0,0,74,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Benzo[b]fluoranthene,0.000727,0,0,0,74,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Valero Energy Inc.,2020,Benzo[e]pyrene,0.007977,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Benzo[ghi]perylene,0.001334,0,0,0,74,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Benzo[j]fluoranthene,0.000348,0,0,0,74,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Valero Energy Inc.,2020,Benzo[k]fluoranthene,0.000202,0,0,0,74,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Valero Energy Inc.,2020,Cadmium (and its compounds),0.064445,0,0,0,469,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Carbon disulphide,0.387,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Carbon monoxide,508.488,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Carbonyl sulphide,0.111,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Chromium (and its compounds),0.06593,0,0,0,74,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Chrysene,0.022621,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Cobalt (and its compounds),0.27798,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Copper (and its compounds),0,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Cumene,0.444,0,0,0,469,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Cyclohexane,2.23039,0,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,"Dibenz[a,h]anthracene",9.50E-05,0,0,0,74,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Diethanolamine (and its salts),27.09,0,0,0,470,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Valero Energy Inc.,2020,Ethylbenzene,4.06425,0,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Ethylene,1.411,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Fluoranthene,0.015873,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Fluorene,0.054827,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Hydrogen cyanide,59.89,0,0,0,469,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Hydrogen sulphide,14.85,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,"Indeno[1,2,3-cd]pyrene",0.000639,0,0,0,74,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Lead (and its compounds),5.723987,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Manganese (and its compounds),2.187,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Mercury (and its compounds),0.080994,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Naphthalene,0.433,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Nickel (and its compounds),0,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Nitrate ion in solution at pH >= 6.0,17.339,0,0,0,470,Releases to Water Bodies,0,Quebec,0
Valero Energy Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),778.216,0,0,0,469,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,"PAHs, total unspeciated",0.110071,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,120.394,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,98.422,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Phenanthrene,0.138343,0,0,0,470,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Phosphorus (total),117.703,0,0,0,470,Off-site Transfers for Treatment Prior to Final Disposal,0,Quebec,0
Valero Energy Inc.,2020,Propylene,2.571,0,0,0,469,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Pyrene,0.043013,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Selenium (and its compounds),0.237187,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Speciated VOCs (62 substances),158.433,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Sulphur dioxide,4755.725,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Sulphuric acid,126.022,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Tetrachloroethylene,0.149,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Thallium (and its compounds),0.114424,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,Toluene,22.20116,0,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Total particulate matter,149.874,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Total reduced sulphur (expressed as hydrogen sulphide),8.265,0,0,0,470,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Vanadium (and its compounds),3.264,0,0,0,470,Off-site Transfers for Recycling,0,Quebec,0
Valero Energy Inc.,2020,Volatile Organic Compounds (VOCs),702.1806,0,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Xylene (all isomers),25.41333,0,0,0,74,Releases to Air,0,Quebec,0
Valero Energy Inc.,2020,Zinc (and its compounds),0,0,0,0,469,Off-site Disposal,0,Quebec,0
Valero Energy Inc.,2020,n-Hexane,14.96788,0,0,0,74,Releases to Air,0,Quebec,0
Velvet Energy Ltd.,2020,Carbon monoxide,1306.701,1405.771,1459.961,638.895,1,Releases to Air,0,Alberta,0
Velvet Energy Ltd.,2020,Nitrogen oxides (expressed as nitrogen dioxide),970.25,1018.723,988.016,1658.714,2,Releases to Air,0,Alberta,0
Velvet Energy Ltd.,2020,PM10 - Particulate Matter <= 10 Micrometers,29.387,5.489,4.072,1.938,1,Releases to Air,0,Alberta,0
Velvet Energy Ltd.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,29.387,5.489,4.072,2.437,1,Releases to Air,0,Alberta,0
Velvet Energy Ltd.,2020,Sulphur dioxide,0,1.57,0,0,1,Releases to Air,0,Alberta,0
Velvet Energy Ltd.,2020,Total particulate matter,29.387,5.489,4.072,0,1,Releases to Air,0,Alberta,0
Velvet Energy Ltd.,2020,Volatile Organic Compounds (VOCs),260.075,309.6057,1512.732,26.341,1,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,"1,2,4-Trimethylbenzene",0,0,0.0056,0.2326,35,Off-site Disposal,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Benzene,0,0,0,0,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Carbon monoxide,0,0,395.633,374.625,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Cyclohexane,0,0,1.1209,8.2491,35,Off-site Disposal,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Ethylbenzene,0,0,0,0,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Ethylene glycol,0,0,0,0,35,On-site Disposal,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Hydrogen sulphide,0,0,16.7221,9.417,35,Off-site Disposal,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Methanol,0,0,0.0001,0.0001,35,Off-site Disposal,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),0,0,267.957,256.379,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,14.771,14.088,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,14.771,14.087,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Sulphur dioxide,0,0,726.304,669.874,34,Releases to Air,0,British Columbia,0
Veresen Energy Infrastructure Inc.,2020,Toluene,0,0,4.749,10.2982,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Total reduced sulphur (expressed as hydrogen sulphide),0,0,5.2453,2.71,35,Releases to Air,0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,Volatile Organic Compounds (VOCs),0,0,87.5394,58.536,34,Releases to Air,0,British Columbia,0
Veresen Energy Infrastructure Inc.,2020,Xylene (all isomers),0,0,0,0,35,Sum of release to all media (<1tonne),0,Alberta,0
Veresen Energy Infrastructure Inc.,2020,n-Hexane,0,0,4.1225,13.7822,35,Off-site Disposal,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,"1,2,4-Trimethylbenzene",0.0903,0.6364,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Carbon monoxide,229.414,237.312,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Cyclohexane,6.7199,3.4754,0,0,35,Off-site Disposal,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Ethylene glycol,0,0,0,0,35,Off-site Disposal,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Hydrogen sulphide,13.0569,13.7857,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Methanol,441.0318,446.8359,0,0,35,Off-site Disposal,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),136.829,157.072,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,26.41,17.136,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,26.41,17.136,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Speciated VOCs (62 substances),0,0,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Sulphur dioxide,1288.224,1013.567,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Toluene,4.4784,3.5461,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Total particulate matter,22.737,0,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Total reduced sulphur (expressed as hydrogen sulphide),7.7338,6.8498,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Volatile Organic Compounds (VOCs),44.6268,58.7446,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,Xylene (all isomers),0,0,0,0,35,Releases to Air,0,Alberta,0
Veresen Midstream General Partner Inc.,2020,n-Hexane,11.9336,6.6267,0,0,35,Off-site Disposal,0,Alberta,0
Vermilion Energy Inc.,2020,Carbon monoxide,1614.412,2563.291,1834.705,1489.152,2,Releases to Air,0,Alberta,0
Vermilion Energy Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),1011.168,1933.87,1367.246,1177.785,1,Releases to Air,0,Alberta,0
Vermilion Energy Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,219.071,126.55704,38.599,20.548,2,Releases to Air,0,Saskatchewan,0
Vermilion Energy Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,219.071,126.55704,38.599,20.874,2,Releases to Air,0,Saskatchewan,0
Vermilion Energy Inc.,2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Alberta,0
Vermilion Energy Inc.,2020,Sulphur dioxide,43.326,3504.627,713.856,0,1,Releases to Air,0,Saskatchewan,0
Vermilion Energy Inc.,2020,Total particulate matter,219.071,126.55704,38.599,0,2,Releases to Air,0,Saskatchewan,0
Vermilion Energy Inc.,2020,Volatile Organic Compounds (VOCs),482.288,68.095,28.91,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,Carbon monoxide,135.419,127.24,129.134,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,Nitrogen oxides (expressed as nitrogen dioxide),136.603,91.333,150.353,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,PM10 - Particulate Matter <= 10 Micrometers,1.028,0.896,1.975,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,1.028,0.896,1.975,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,Sulphur dioxide,0,0,0,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,Total particulate matter,1.028,0.896,1.975,0,1,Releases to Air,0,Alberta,0
Vesta Energy Ltd.,2020,Volatile Organic Compounds (VOCs),147.303,539.634,3988.141,0,1,Releases to Air,0,Alberta,0
Viterra Canada Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,5,Releases to Air,0,Alberta,0
Viterra Inc.,2020,Carbon monoxide,95.3688,350.5276,304.4344,31,80,Releases to Air,0,Quebec,0
Viterra Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),25.8209,83.8698,0.668,0.99,80,Releases to Air,0,Quebec,0
Viterra Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,18.3195,15.9431,10.39,10.91,14,Releases to Air,0,Saskatchewan,0
Viterra Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,2.94,4.5418,1.77,4.49,80,Releases to Air,0,Quebec,0
Viterra Inc.,2020,Sulphur dioxide,71.5351,0,0,0,80,Releases to Air,0,Quebec,0
Viterra Inc.,2020,Total particulate matter,46.3056,78.35,66.56,58.85,14,Releases to Air,0,Saskatchewan,0
Viterra Inc.,2020,Volatile Organic Compounds (VOCs),97.7382,141.4244,141.7741,106.7,80,Releases to Air,0,Quebec,0
Viterra Inc.,2020,n-Hexane,57.4104,58.2427,54.7,58.2,80,Releases to Air,0,Quebec,0
Vopak Terminals of Canada Inc.,2020,"1,2,4-Trimethylbenzene",0,0,0,0.02,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Benzene,0,0,0,0.09,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Bis(2-ethylhexyl) adipate,0,0,0,0,15,Sum of release to all media (<1tonne),0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Cumene,0,0,0,0.004,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Cyclohexane,0,0,0,0.14,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Ethylbenzene,0,0,0,0.02,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Ethylene glycol,0,0,0,0.001,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Naphthalene,0,0,0,0.02,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Toluene,0,0,0,0.19,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Volatile Organic Compounds (VOCs),0,0,0,0,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,Xylene (all isomers),0,0,0,0.1,15,Releases to Air,0,Ontario,0
Vopak Terminals of Canada Inc.,2020,n-Hexane,0,0,0,0.29,15,Releases to Air,0,Ontario,0
Warwick Gas Storage LP,2020,Carbon monoxide,25.226,50.571,53.206,0,3,Releases to Air,0,Alberta,0
Warwick Gas Storage LP,2020,Nitrogen oxides (expressed as nitrogen dioxide),16.445,32.739,34.442,72.638,4,Releases to Air,0,Alberta,0
Warwick Gas Storage LP,2020,PM10 - Particulate Matter <= 10 Micrometers,0.068,0.138,0.145,0,3,Releases to Air,0,Alberta,0
Warwick Gas Storage LP,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.068,0.138,0.145,0,3,Releases to Air,0,Alberta,0
Warwick Gas Storage LP,2020,Sulphur dioxide,0,0,0,0,3,Releases to Air,0,Alberta,0
Warwick Gas Storage LP,2020,Total particulate matter,0.068,0.138,0.145,0,3,Releases to Air,0,Alberta,0
Warwick Gas Storage LP,2020,Volatile Organic Compounds (VOCs),3.471,12.428,2.216,0,3,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,Carbon monoxide,17.95,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),39.946,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,0.668,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.668,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,Sulphur dioxide,0.0118,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,Total particulate matter,0.668,0,0,0,1,Releases to Air,0,Alberta,0
West 5 Resources Inc.,2020,Volatile Organic Compounds (VOCs),2.7576,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,Carbon monoxide,0,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,Sulphur dioxide,0,0,0,0,4,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,Total particulate matter,0,0,0,0,1,Releases to Air,0,Alberta,0
West Lake Energy Corp,2020,Volatile Organic Compounds (VOCs),0,0,0,0,2,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,Carbon monoxide,0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,Sulphur dioxide,0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,Total particulate matter,0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd (1),2020,Volatile Organic Compounds (VOCs),0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,Carbon monoxide,561.4122,441.916,936.288,564.7561,2,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,Nitrogen oxides (expressed as nitrogen dioxide),569.2954,500.875,984.435,641.4853,2,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,PM10 - Particulate Matter <= 10 Micrometers,1.4767,13.087,2.5733,1.5548,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,1.4767,13.087,2.5733,1.9078,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,Sulphur dioxide,0.1502,0.135,0.2172,0,2,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,Total particulate matter,1.4767,13.087,5.8362,0,1,Releases to Air,0,Alberta,0
Westbrick Energy Ltd.,2020,Volatile Organic Compounds (VOCs),21.5886,15.324,23.8883,0,1,Releases to Air,0,Alberta,0
Westcoast Energy Inc.,2020,Carbon monoxide,0,0,0,0,2,Releases to Air,0,British Columbia,0
Westcoast Energy Inc.,2020,Lead (and its compounds),0,0,0,0,6,Off-site Transfers for Recycling,0,British Columbia,0
Westcoast Energy Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,6,Releases to Air,0,British Columbia,0
Westcoast Energy Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,6,Releases to Air,0,British Columbia,0
Westcoast Energy Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,6,Releases to Air,0,British Columbia,0
Whitecap Resources Inc.,2020,"1,2,4-Trimethylbenzene",0.43734,0.43734,0.43734,0,20,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,Benzene,2.34063,3.175225,3.709725,0,20,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,Carbon monoxide,2096.003841,2077.196,1759.9389,1281.956,1,Releases to Air,0,Alberta,0
Whitecap Resources Inc.,2020,Cyclohexane,1.2392,1.239199,1.239199,0,14,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,Ethylbenzene,0.20663,0.20663,0.20663,0,20,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,Hydrogen sulphide,0,8.9805,9.1584,0,20,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,Methanol,0.073,0.062,0.058,0,10,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,Nitrogen oxides (expressed as nitrogen dioxide),1801.55374,2354.895,2286.6377,1823.474,1,Releases to Air,0,Alberta,0
Whitecap Resources Inc.,2020,PM10 - Particulate Matter <= 10 Micrometers,120.951472,113.063,93.3906,92.527,1,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,120.951472,113.063,93.3906,97.439,1,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,Sulphur dioxide,1179.393,1742.907,1393.3066,0,10,Releases to Air,0,Alberta,0
Whitecap Resources Inc.,2020,Toluene,2.02688,3.359086,4.287776,0,14,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,Total particulate matter,120.951472,98.338,89.808,20.13,1,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,Total reduced sulphur (expressed as hydrogen sulphide),0,8.9805,8.9805,0,20,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,Volatile Organic Compounds (VOCs),1765.250626,2543.4394,48.1516,0,1,Releases to Air,0,Saskatchewan,0
Whitecap Resources Inc.,2020,Xylene (all isomers),2.97154,2.964921,2.969921,0,14,Off-site Disposal,0,Alberta,0
Whitecap Resources Inc.,2020,n-Hexane,2.50444,5.78794,5.79094,0,14,Off-site Disposal,0,Alberta,0
Williams Energy,2020,Carbon monoxide,0,0,24.6112,0,11,Releases to Air,0,Alberta,0
Williams Energy,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0,7.6736,5.2868,19,Releases to Air,0,Alberta,0
Williams Energy,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,7.6736,5.2868,19,Releases to Air,0,Alberta,0
Williams Energy,2020,Toluene,0,0,0.0043,0,19,Off-site Disposal,0,Alberta,0
Williams Energy,2020,Volatile Organic Compounds (VOCs),0,0,26.29,15.8101,11,Releases to Air,0,Alberta,0
Williams Energy,2020,n-Hexane,0,0,0,0.4754,11,Sum of release to all media (<1tonne),0,Alberta,0
Winslow Resources Inc,2020,Benzene,0,0.52,0,0,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,Carbon monoxide,0,8.08,5.985,0,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,Nitrogen oxides (expressed as nitrogen dioxide),0,117.239,89.966,112.807,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,PM10 - Particulate Matter <= 10 Micrometers,0,0.203,0.15,0,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0.203,0.15,0,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,Sulphur dioxide,0,0,0.15,0,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,Total particulate matter,0,0.203,0.15,0,1,Releases to Air,0,Alberta,0
Winslow Resources Inc,2020,Volatile Organic Compounds (VOCs),0,15.534,16.5875,0,1,Releases to Air,0,Alberta,0
Wolf Coulee Resources,2020,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,2,Releases to Air,0,Alberta,0
Wolf Coulee Resources,2020,Sulphur dioxide,0,0,0,0,2,Releases to Air,0,Alberta,0
Wolf Midstream,2020,Speciated VOCs (62 substances),0,0,0,0,4,Releases to Air,0,Alberta,0
Wolf Midstream,2020,Volatile Organic Compounds (VOCs),0,0,0,0,4,Releases to Air,0,Alberta,0
Wolf Midstream ,2020,Volatile Organic Compounds (VOCs),19.9266,16.0313,23.13,0,6,Releases to Air,0,Alberta,0
Woodward's Oil Ltd.,2020,"1,2,4-Trimethylbenzene",2.236203,1.3089,1.2598,0.3297,3,Releases to Air,0,Newfoundland and Labrador,0
Woodward's Oil Ltd.,2020,Benzene,0.634903,0.3709,0.356411,0.2232,3,Sum of release to all media (<1tonne),0,Newfoundland and Labrador,0
